machine_id,file
49,997164078.dcm
49,1010431082.dcm
49,1412585836.dcm
49,881061385.dcm
49,1443165999.dcm
190,617563405.dcm
190,623989299.dcm
190,1107468088.dcm
190,1486878386.dcm
190,14104315.dcm
190,593840512.dcm
190,748623885.dcm
190,1071984233.dcm
190,1165293149.dcm
29,32557940.dcm
29,1270852731.dcm
29,1664359502.dcm
29,1954231968.dcm
49,1194970289.dcm
49,1260819259.dcm
49,493561842.dcm
49,558055672.dcm
49,799726655.dcm
170,174022356.dcm
170,1826143266.dcm
170,928469922.dcm
170,1312004507.dcm
29,1432682853.dcm
29,1803375314.dcm
29,1152664548.dcm
29,1307115055.dcm
48,510320289.dcm
48,536898789.dcm
48,787009065.dcm
48,1826002634.dcm
48,1374620615.dcm
48,1426010205.dcm
48,358317150.dcm
48,1311444304.dcm
49,113817224.dcm
49,198798299.dcm
49,964131792.dcm
49,2133557544.dcm
49,201206118.dcm
49,233005667.dcm
49,645260653.dcm
49,955705960.dcm
49,2145783405.dcm
21,428492301.dcm
21,2133335303.dcm
21,110141216.dcm
21,1603565651.dcm
21,111106001.dcm
21,655402437.dcm
21,1632604308.dcm
21,1663678404.dcm
48,268992067.dcm
48,494589680.dcm
48,323283985.dcm
48,1782573419.dcm
48,606879833.dcm
48,1929943171.dcm
48,2067455037.dcm
48,203289417.dcm
48,248404021.dcm
48,689509286.dcm
49,512893377.dcm
49,589852208.dcm
49,1155373414.dcm
49,1816135001.dcm
49,210428387.dcm
49,867365337.dcm
49,649355836.dcm
49,1311119615.dcm
49,1665529117.dcm
49,2137233933.dcm
21,1596863013.dcm
21,1808078339.dcm
21,1005555430.dcm
21,1650379575.dcm
49,815328145.dcm
49,1482800313.dcm
49,2049064795.dcm
49,185505906.dcm
49,560569031.dcm
49,623549948.dcm
49,361348891.dcm
49,636149540.dcm
49,1700665773.dcm
49,1820576407.dcm
49,250959890.dcm
49,1752210014.dcm
49,1824321225.dcm
49,1914396457.dcm
29,73574274.dcm
29,563061980.dcm
29,432388999.dcm
29,859251675.dcm
21,731238362.dcm
21,1169867102.dcm
21,260560925.dcm
21,1962485931.dcm
210,446538045.dcm
210,781152571.dcm
210,657552930.dcm
210,1278004212.dcm
21,1770281565.dcm
21,2050580566.dcm
21,626191164.dcm
21,1884400879.dcm
48,673482836.dcm
48,1423799371.dcm
48,171833333.dcm
48,904945430.dcm
48,675088046.dcm
48,1047398082.dcm
48,730342674.dcm
48,1872337012.dcm
48,251721076.dcm
48,635887769.dcm
48,737713973.dcm
48,161106298.dcm
48,1339865915.dcm
48,1813863817.dcm
29,61703430.dcm
29,118400403.dcm
29,499079582.dcm
29,598465264.dcm
48,876682862.dcm
48,2063654880.dcm
48,953107364.dcm
48,1586848438.dcm
49,1500073874.dcm
49,2034438916.dcm
49,210049470.dcm
49,1678532488.dcm
29,1357331781.dcm
29,2028666744.dcm
29,1684172985.dcm
29,2145340540.dcm
49,469687009.dcm
49,1942657341.dcm
49,1099419187.dcm
49,1902819688.dcm
48,1704489205.dcm
48,1953895680.dcm
48,1087222427.dcm
48,2039225425.dcm
49,505690763.dcm
49,1366711355.dcm
49,2128329756.dcm
49,1522629857.dcm
49,2004178977.dcm
49,390085700.dcm
49,534794960.dcm
49,751147595.dcm
49,1643349610.dcm
49,278329425.dcm
49,381838766.dcm
49,973392856.dcm
49,1363116623.dcm
49,2048880273.dcm
29,1049190732.dcm
29,1380586906.dcm
29,1104036232.dcm
29,1752993373.dcm
48,868610877.dcm
48,1302951662.dcm
48,1406162205.dcm
48,1081601824.dcm
48,1192091051.dcm
48,1240670947.dcm
49,424317873.dcm
49,674016281.dcm
49,319094765.dcm
49,944503926.dcm
21,1646496367.dcm
21,1873677554.dcm
21,538045929.dcm
21,992997464.dcm
49,396250972.dcm
49,621297620.dcm
49,1509241486.dcm
49,1977904795.dcm
29,874248305.dcm
29,1590987527.dcm
29,709306207.dcm
29,1056529935.dcm
29,545065967.dcm
29,1970984674.dcm
29,178722552.dcm
29,1511493501.dcm
48,218791447.dcm
48,1540483331.dcm
48,1885921413.dcm
48,1148425491.dcm
48,1628635279.dcm
48,2094018277.dcm
190,1084477933.dcm
190,1232809610.dcm
190,765771935.dcm
190,1431954770.dcm
48,109188998.dcm
48,1291878323.dcm
48,458812247.dcm
48,1043016057.dcm
48,916243264.dcm
48,1924737254.dcm
48,1501450310.dcm
48,1681906720.dcm
48,903865397.dcm
48,1323979532.dcm
48,1826272441.dcm
48,273009824.dcm
48,1480814932.dcm
29,562669888.dcm
29,1485712697.dcm
29,1694581221.dcm
29,1952581458.dcm
49,68260920.dcm
49,2147471846.dcm
49,583938583.dcm
49,820060974.dcm
21,827822478.dcm
21,852380067.dcm
21,774552252.dcm
21,1640431631.dcm
48,411935830.dcm
48,810938246.dcm
48,952605709.dcm
48,1631653730.dcm
48,534087486.dcm
48,929564215.dcm
48,1035122445.dcm
48,1124836032.dcm
49,1060350404.dcm
49,1274784616.dcm
49,513461389.dcm
49,1321544462.dcm
49,302303892.dcm
49,404707566.dcm
49,1297919240.dcm
49,301584156.dcm
49,925314757.dcm
21,619529711.dcm
21,1174938001.dcm
21,1685257713.dcm
21,1771423632.dcm
49,1289165781.dcm
49,1765015015.dcm
49,305219590.dcm
49,1185210946.dcm
49,1777474031.dcm
49,356113644.dcm
49,899032218.dcm
49,1215754292.dcm
49,1555426594.dcm
48,16848050.dcm
48,2070742021.dcm
48,256527062.dcm
48,562066253.dcm
48,615216970.dcm
48,1000030932.dcm
48,1319153240.dcm
48,1828641973.dcm
49,1043680611.dcm
49,1353642507.dcm
49,1796987256.dcm
49,26009275.dcm
49,768601919.dcm
49,1755228619.dcm
21,1097528588.dcm
21,1734730422.dcm
21,1176035903.dcm
21,1532425793.dcm
49,951529519.dcm
49,1905811445.dcm
49,1208953452.dcm
49,1459687912.dcm
49,1729780960.dcm
21,604331634.dcm
21,1268253229.dcm
21,1753614491.dcm
21,1924991094.dcm
48,8076172.dcm
48,1011761143.dcm
48,781315216.dcm
48,1406460840.dcm
49,1226165233.dcm
49,1772998940.dcm
49,777594016.dcm
49,986530530.dcm
49,1782639711.dcm
170,281433939.dcm
170,1738604965.dcm
170,335116590.dcm
170,490466627.dcm
48,377935635.dcm
48,384142044.dcm
48,342148801.dcm
48,749383482.dcm
93,64129512.dcm
93,669312334.dcm
93,1273028655.dcm
93,1483026593.dcm
170,32511150.dcm
170,92155085.dcm
170,727081295.dcm
170,758261980.dcm
170,1607483417.dcm
49,1852759622.dcm
49,1977356531.dcm
49,1803732092.dcm
49,2093981952.dcm
29,1314599479.dcm
29,2021936560.dcm
29,58758396.dcm
29,403374662.dcm
49,1294571892.dcm
49,1669826856.dcm
49,1130257314.dcm
49,1830859794.dcm
21,666755664.dcm
21,1664095117.dcm
21,1523796120.dcm
21,1530645156.dcm
29,1058061109.dcm
29,1462068089.dcm
29,2055149305.dcm
29,39905842.dcm
29,120923315.dcm
21,389965548.dcm
21,1048312899.dcm
21,235089145.dcm
21,1198820668.dcm
21,1909173725.dcm
49,24320477.dcm
49,150681526.dcm
49,1069414688.dcm
49,2041771555.dcm
21,820736581.dcm
21,1579280429.dcm
21,72163345.dcm
21,848342215.dcm
48,182317316.dcm
48,1010353095.dcm
48,1235273427.dcm
48,1536811764.dcm
48,767982533.dcm
48,1372312473.dcm
48,74178821.dcm
48,1132612078.dcm
49,230364486.dcm
49,1350237568.dcm
49,1557445126.dcm
49,1558139643.dcm
49,928951819.dcm
49,1031383241.dcm
49,1205028840.dcm
21,1332840591.dcm
21,1920473250.dcm
21,1478605321.dcm
21,1941908959.dcm
21,218038523.dcm
21,1018969274.dcm
21,401500403.dcm
21,919558428.dcm
49,236623155.dcm
49,1367330847.dcm
49,1212126518.dcm
49,1548158885.dcm
49,1814612120.dcm
49,1001191210.dcm
49,1097756339.dcm
49,213567859.dcm
49,1187657761.dcm
93,477103889.dcm
93,1072632799.dcm
93,1686253621.dcm
93,43231849.dcm
93,877447382.dcm
93,2123536231.dcm
216,1079952134.dcm
216,1654657351.dcm
216,271868180.dcm
216,831959694.dcm
216,909194132.dcm
216,1399895813.dcm
216,1712675665.dcm
216,563637492.dcm
216,1680423556.dcm
21,467421888.dcm
21,967993295.dcm
21,502375985.dcm
21,2017470151.dcm
49,397722184.dcm
49,628570272.dcm
49,573279060.dcm
49,1990113311.dcm
49,1516549545.dcm
49,1737081511.dcm
49,2036662696.dcm
49,1131431918.dcm
49,1282692463.dcm
49,1812447077.dcm
21,658790345.dcm
21,1076216701.dcm
21,533594801.dcm
21,1583999035.dcm
49,285235311.dcm
49,773621219.dcm
49,1026378844.dcm
49,2073655219.dcm
49,484588083.dcm
49,614037152.dcm
49,1892573201.dcm
49,519101647.dcm
49,2069950009.dcm
29,810408849.dcm
29,1546296076.dcm
29,2028337860.dcm
29,54856028.dcm
29,295029891.dcm
29,1438414898.dcm
210,864751377.dcm
210,1704722119.dcm
210,1090399178.dcm
210,1113049775.dcm
29,259780391.dcm
29,1634129738.dcm
29,1449489179.dcm
29,1491141109.dcm
216,564552618.dcm
216,1243096142.dcm
216,1407580339.dcm
216,1974058474.dcm
48,38176630.dcm
48,1253980521.dcm
48,1365715798.dcm
48,1602310076.dcm
29,1047367458.dcm
29,1658928966.dcm
29,941753146.dcm
29,1181863723.dcm
49,243523293.dcm
49,1160651791.dcm
49,1380960157.dcm
49,1097512886.dcm
49,1110366222.dcm
49,1730545105.dcm
49,1963986179.dcm
48,1202636064.dcm
48,1656094737.dcm
48,586539101.dcm
48,917879637.dcm
49,769734757.dcm
49,890424463.dcm
49,939941005.dcm
49,244112776.dcm
49,1349371530.dcm
21,211435305.dcm
21,807980912.dcm
21,1421160226.dcm
21,1917347895.dcm
48,34797027.dcm
48,877956490.dcm
48,261801105.dcm
48,1598287681.dcm
49,556062814.dcm
49,2001287346.dcm
49,1234115691.dcm
49,2139693566.dcm
48,1724158992.dcm
48,1948562568.dcm
48,966091142.dcm
48,1605089350.dcm
49,946390146.dcm
49,1112204221.dcm
49,1651771141.dcm
49,2000887046.dcm
49,1007470851.dcm
49,1170893187.dcm
49,1887757837.dcm
49,1905599586.dcm
49,1019549675.dcm
49,2104766398.dcm
49,1223657895.dcm
49,1634188927.dcm
49,515360979.dcm
49,1895586287.dcm
49,1401351749.dcm
49,1734628259.dcm
21,43208327.dcm
21,1196484122.dcm
21,221610657.dcm
21,540460577.dcm
21,164115176.dcm
21,1877920136.dcm
21,2109485229.dcm
21,200779059.dcm
21,1161539227.dcm
21,394900683.dcm
21,593857125.dcm
21,1622972915.dcm
21,1816453471.dcm
49,524714145.dcm
49,754337893.dcm
49,1810004175.dcm
49,1022397573.dcm
49,1890686544.dcm
21,193236130.dcm
21,651262175.dcm
21,819191215.dcm
21,845581387.dcm
210,192057594.dcm
210,1654908476.dcm
210,1951119820.dcm
210,804020910.dcm
210,1405622344.dcm
210,1925409257.dcm
49,80000307.dcm
49,311083578.dcm
49,810135280.dcm
49,906968178.dcm
49,1818522216.dcm
49,2096016351.dcm
48,393511869.dcm
48,1011721376.dcm
48,113705124.dcm
48,430583255.dcm
48,642296173.dcm
48,1151808775.dcm
48,1929525544.dcm
48,2037337185.dcm
49,776307340.dcm
49,1402509806.dcm
49,2023711081.dcm
49,361055371.dcm
49,2065168215.dcm
29,128526391.dcm
29,205912785.dcm
29,1050111065.dcm
29,1648677915.dcm
49,1214702109.dcm
49,1378888411.dcm
49,607232908.dcm
49,2063808894.dcm
21,125717920.dcm
21,588641024.dcm
21,1040836856.dcm
21,1148088475.dcm
49,27929505.dcm
49,1671279107.dcm
49,114679437.dcm
49,1355691474.dcm
29,830977983.dcm
29,1845416729.dcm
29,499245973.dcm
29,1999194957.dcm
190,1215731303.dcm
190,1917586180.dcm
190,2062440620.dcm
190,1357727796.dcm
190,1465760857.dcm
190,2138026021.dcm
216,747243800.dcm
216,2129809255.dcm
216,623935507.dcm
216,1348260374.dcm
49,387482912.dcm
49,635883539.dcm
49,733654654.dcm
49,1433815468.dcm
49,2007826431.dcm
29,160970252.dcm
29,211726799.dcm
29,834445368.dcm
29,1889044727.dcm
48,617055746.dcm
48,972160697.dcm
48,392654399.dcm
48,1624972503.dcm
21,818095139.dcm
21,2046763617.dcm
21,449141002.dcm
21,2060098864.dcm
48,799682415.dcm
48,1166890156.dcm
48,49719714.dcm
48,1609171545.dcm
21,391859411.dcm
21,1164004837.dcm
21,1015793353.dcm
21,1811150957.dcm
21,1068438219.dcm
21,1593075997.dcm
21,155679502.dcm
21,663450629.dcm
21,2052688854.dcm
49,744834127.dcm
49,2088761010.dcm
49,1741197997.dcm
49,2049806411.dcm
49,147249410.dcm
49,927654915.dcm
49,701080995.dcm
49,1261724345.dcm
49,2033217228.dcm
49,1151196966.dcm
49,1701849781.dcm
49,113486823.dcm
49,1073075931.dcm
48,93001959.dcm
48,437207255.dcm
48,1225834143.dcm
48,1433231387.dcm
21,144780883.dcm
21,1018324731.dcm
21,782675072.dcm
21,1024842830.dcm
49,879296055.dcm
49,1528532804.dcm
49,1451436890.dcm
49,1582114739.dcm
48,1293751494.dcm
48,1783139298.dcm
48,293768450.dcm
48,876766438.dcm
49,340925683.dcm
49,650652935.dcm
49,1503571137.dcm
49,124959741.dcm
49,1204718288.dcm
49,1656610750.dcm
21,1095558973.dcm
21,1937809163.dcm
21,312335207.dcm
21,1336240395.dcm
49,594560099.dcm
49,1596128179.dcm
49,470726485.dcm
49,1623328479.dcm
21,637393554.dcm
21,1332084034.dcm
21,126517086.dcm
21,1750724085.dcm
49,138907096.dcm
49,422674356.dcm
49,1506329873.dcm
49,383027606.dcm
49,1687449746.dcm
49,1759576672.dcm
49,1950720213.dcm
29,708669394.dcm
29,1703012375.dcm
29,333569571.dcm
29,1871616487.dcm
29,333309492.dcm
29,500240205.dcm
29,1821970338.dcm
29,2136712648.dcm
21,950372076.dcm
21,1311644779.dcm
21,1739339993.dcm
21,2136845185.dcm
29,6764252.dcm
29,162620373.dcm
29,24909134.dcm
29,412348002.dcm
21,973773871.dcm
21,1076159301.dcm
21,727790875.dcm
21,842405627.dcm
49,1076289596.dcm
49,1721466077.dcm
49,126782782.dcm
49,1001140083.dcm
49,1340627711.dcm
49,1924603813.dcm
49,1531550885.dcm
49,2045356515.dcm
49,437876234.dcm
49,974229378.dcm
49,1552401225.dcm
48,1890520870.dcm
48,1900299590.dcm
48,1542590310.dcm
48,1882547430.dcm
49,1040086815.dcm
49,1252388173.dcm
49,1524814296.dcm
49,1023913313.dcm
49,1288768367.dcm
49,1559338389.dcm
29,779537071.dcm
29,815532775.dcm
29,608929519.dcm
29,836654373.dcm
49,293937906.dcm
49,1846234698.dcm
49,1942920371.dcm
49,257618439.dcm
49,1378438421.dcm
49,1636768901.dcm
49,1954508604.dcm
49,848427342.dcm
49,1337488046.dcm
49,207695994.dcm
49,293539368.dcm
48,241479150.dcm
48,1004181031.dcm
48,229096025.dcm
48,1893219181.dcm
49,1170916059.dcm
49,1535896829.dcm
49,61829816.dcm
49,329815120.dcm
49,1351843290.dcm
49,1518444127.dcm
49,284296103.dcm
49,2104883083.dcm
29,856132213.dcm
29,1354138471.dcm
29,347597992.dcm
29,791206305.dcm
21,847278356.dcm
21,1952712723.dcm
21,959687078.dcm
21,1012160193.dcm
48,1305247747.dcm
48,2035371982.dcm
48,378284786.dcm
48,1339685579.dcm
49,712036248.dcm
49,1052636727.dcm
49,1249067896.dcm
49,2116996968.dcm
48,885869207.dcm
48,936001077.dcm
48,1778118078.dcm
48,1993042267.dcm
29,1729420418.dcm
29,1823217582.dcm
29,48472203.dcm
29,1909577474.dcm
48,63172945.dcm
48,991220406.dcm
48,617815810.dcm
48,669949567.dcm
29,799846742.dcm
29,1883623385.dcm
29,737759533.dcm
29,1422686697.dcm
49,1073832337.dcm
49,1487572390.dcm
49,1500924775.dcm
49,2095319505.dcm
48,990290606.dcm
48,2105654639.dcm
48,86331852.dcm
48,2072956206.dcm
21,415021800.dcm
21,681787328.dcm
21,339560555.dcm
21,914379150.dcm
170,822062677.dcm
170,2048738877.dcm
170,945665956.dcm
170,1209286377.dcm
21,963949905.dcm
21,1651922519.dcm
21,111559707.dcm
21,1008792608.dcm
49,1143539886.dcm
49,1478962244.dcm
49,1804189984.dcm
49,543623202.dcm
49,1613064527.dcm
49,1910610010.dcm
21,587253815.dcm
21,2095550702.dcm
21,600868626.dcm
21,1142911798.dcm
49,317303114.dcm
49,830567698.dcm
49,320842549.dcm
49,511339328.dcm
48,166265472.dcm
48,572839654.dcm
48,244371983.dcm
48,2144409251.dcm
29,1314710442.dcm
29,1871921215.dcm
29,756591829.dcm
29,1100135117.dcm
210,585198938.dcm
210,2124758121.dcm
210,305883842.dcm
210,839027226.dcm
210,1108793527.dcm
49,259248179.dcm
49,457532043.dcm
49,1366990250.dcm
49,1927456994.dcm
49,454981062.dcm
49,1070913947.dcm
49,1615424706.dcm
49,1867660891.dcm
29,10877375.dcm
29,2052161239.dcm
29,395242027.dcm
29,543412268.dcm
93,315597238.dcm
93,1280595296.dcm
93,120732333.dcm
93,558699532.dcm
210,26934018.dcm
210,469690079.dcm
210,615064565.dcm
210,1317404109.dcm
49,462228705.dcm
49,1924133314.dcm
49,582813329.dcm
49,841383859.dcm
21,1292147492.dcm
21,1810463790.dcm
21,1029665228.dcm
21,2074455836.dcm
49,426011973.dcm
49,974495902.dcm
49,90886871.dcm
49,1500913635.dcm
93,518600231.dcm
93,1988830106.dcm
93,103584073.dcm
93,643561038.dcm
48,486507399.dcm
48,1411409044.dcm
48,141266182.dcm
48,1324605410.dcm
21,690721730.dcm
21,1860113771.dcm
21,506186982.dcm
21,2041031241.dcm
49,1500936995.dcm
49,1817829318.dcm
49,185207882.dcm
49,1323994048.dcm
49,2078483320.dcm
21,79291081.dcm
21,1607414196.dcm
21,241855501.dcm
21,797132213.dcm
29,1486040773.dcm
29,1737548916.dcm
29,864501605.dcm
29,1558336762.dcm
29,1633731290.dcm
29,1958228985.dcm
29,170530891.dcm
29,1691946314.dcm
48,672669006.dcm
48,1251389677.dcm
48,637122390.dcm
48,1266930300.dcm
49,511210897.dcm
49,1189865220.dcm
49,1423490364.dcm
49,1486837586.dcm
49,110625798.dcm
49,672993734.dcm
49,1089423013.dcm
49,1188783628.dcm
93,906686647.dcm
93,1387981423.dcm
93,1462165456.dcm
93,310653451.dcm
93,597214480.dcm
93,1691765846.dcm
21,1798593676.dcm
21,2042392242.dcm
21,1611772992.dcm
21,1852552434.dcm
48,1663420490.dcm
48,1897345444.dcm
48,1889701200.dcm
48,1964035691.dcm
21,447223349.dcm
21,551065546.dcm
21,543745274.dcm
21,1239912086.dcm
49,184652829.dcm
49,1753656279.dcm
49,1904659008.dcm
49,1226692800.dcm
49,1377242293.dcm
49,1960885464.dcm
29,48003923.dcm
29,317786840.dcm
29,1832889236.dcm
29,188403761.dcm
29,1523314534.dcm
29,2019714257.dcm
49,850492291.dcm
49,972896398.dcm
49,986545280.dcm
49,234597212.dcm
49,397195007.dcm
49,1494191802.dcm
21,1175087358.dcm
21,1545532260.dcm
21,218932508.dcm
21,1040090528.dcm
29,235732020.dcm
29,2011405775.dcm
29,774440094.dcm
29,774527608.dcm
29,175730649.dcm
29,716652949.dcm
29,946672371.dcm
29,1328667462.dcm
49,1636603025.dcm
49,1808715027.dcm
49,1067853386.dcm
49,1575866166.dcm
49,35333748.dcm
49,608245126.dcm
49,1190514926.dcm
49,644565033.dcm
49,1015042050.dcm
49,1408259141.dcm
21,290160143.dcm
21,1068916845.dcm
21,1252825936.dcm
21,1254166380.dcm
29,22871896.dcm
29,1390917218.dcm
29,386778355.dcm
29,662616472.dcm
170,802751534.dcm
170,1253057871.dcm
170,416929332.dcm
170,552605776.dcm
170,893150604.dcm
170,933606095.dcm
170,2050424813.dcm
170,313675863.dcm
170,2099487972.dcm
29,14118758.dcm
29,1615626400.dcm
29,1517731761.dcm
29,1570756294.dcm
48,19255371.dcm
48,1726770040.dcm
48,841580520.dcm
48,1942534320.dcm
49,788431901.dcm
49,1542098555.dcm
49,978614812.dcm
49,1521127241.dcm
49,907321511.dcm
49,1715889833.dcm
49,1838689194.dcm
49,76336706.dcm
49,1919277040.dcm
49,1924451852.dcm
49,404531028.dcm
49,545497638.dcm
49,700961017.dcm
49,115214200.dcm
49,1236602495.dcm
49,1071978972.dcm
49,1897397009.dcm
49,985840000.dcm
49,1409629574.dcm
49,1681132422.dcm
49,724756093.dcm
49,979798108.dcm
49,2139025292.dcm
49,877004548.dcm
49,937674720.dcm
49,1126989566.dcm
49,1870071397.dcm
49,457717057.dcm
49,1016722797.dcm
49,1900522843.dcm
49,2095022106.dcm
49,600108485.dcm
49,950545761.dcm
49,1583776966.dcm
49,856918070.dcm
49,1297440580.dcm
49,1311157992.dcm
170,1878663879.dcm
170,1920668835.dcm
170,193293344.dcm
170,1739623629.dcm
170,962636509.dcm
170,1103166696.dcm
170,1762855227.dcm
170,690834954.dcm
170,1767584249.dcm
49,770631501.dcm
49,1763986306.dcm
49,364357691.dcm
49,971474073.dcm
49,1852875363.dcm
49,176168178.dcm
49,328655548.dcm
49,593505845.dcm
49,915656424.dcm
49,83218100.dcm
49,119802878.dcm
49,440818332.dcm
49,460212465.dcm
21,524503540.dcm
21,1269321328.dcm
21,1822890059.dcm
21,1825593191.dcm
49,645887687.dcm
49,1130674949.dcm
49,1644950718.dcm
49,1964180366.dcm
29,344808859.dcm
29,1923254225.dcm
29,1346731765.dcm
29,1523769939.dcm
48,849382010.dcm
48,1887861686.dcm
48,420591731.dcm
48,1542823304.dcm
210,448484064.dcm
210,742231150.dcm
210,1553226541.dcm
210,1548760731.dcm
210,2034337906.dcm
210,2053362641.dcm
49,68794501.dcm
49,463344087.dcm
49,502263201.dcm
49,839177506.dcm
49,2145427164.dcm
21,1370195770.dcm
21,2020839915.dcm
21,879771124.dcm
21,1636965763.dcm
29,810964796.dcm
29,1219864180.dcm
29,321367877.dcm
29,607339759.dcm
49,793384671.dcm
49,1156350993.dcm
49,1840424476.dcm
49,380119316.dcm
49,464386943.dcm
49,1197622980.dcm
49,605020096.dcm
49,1936408642.dcm
49,1155852699.dcm
49,2052300875.dcm
49,354467959.dcm
49,895764087.dcm
49,2057186055.dcm
49,2103692284.dcm
48,940860669.dcm
48,2094572283.dcm
48,929138662.dcm
48,1258130983.dcm
49,1146552720.dcm
49,1237187904.dcm
49,1604396810.dcm
49,1841809363.dcm
29,8622815.dcm
29,1149008742.dcm
29,1221372060.dcm
29,1095772583.dcm
29,1109854961.dcm
29,2088673775.dcm
29,498444217.dcm
29,1456616206.dcm
29,390155089.dcm
29,781813412.dcm
49,75443109.dcm
49,422477435.dcm
49,312600760.dcm
49,1417852837.dcm
21,1032847229.dcm
21,1305257621.dcm
21,279790546.dcm
21,490007833.dcm
49,593892959.dcm
49,1474749388.dcm
49,1823025845.dcm
49,215668418.dcm
49,715411458.dcm
49,1777451183.dcm
49,1146921719.dcm
49,2090802386.dcm
49,18827818.dcm
49,889805120.dcm
49,22180072.dcm
49,1274104466.dcm
49,1440648295.dcm
49,1610661397.dcm
49,528436173.dcm
49,599710733.dcm
49,1450333825.dcm
49,1878225235.dcm
49,1922947983.dcm
49,1689646706.dcm
49,1762218219.dcm
49,572988849.dcm
49,709875186.dcm
49,187521434.dcm
49,1766323271.dcm
49,651787144.dcm
49,1991408265.dcm
49,1432523946.dcm
49,1814651924.dcm
49,2003170517.dcm
49,588526067.dcm
49,762254775.dcm
49,1080969182.dcm
170,438810349.dcm
170,901210191.dcm
170,1052969494.dcm
170,1338894217.dcm
49,132376194.dcm
49,1058193864.dcm
49,197793049.dcm
49,662903707.dcm
49,371657602.dcm
49,740331558.dcm
49,87674192.dcm
49,819790188.dcm
21,72125083.dcm
21,1234217923.dcm
21,943142381.dcm
21,1533561690.dcm
49,1240246476.dcm
49,1911178549.dcm
49,190942229.dcm
49,930762563.dcm
29,550859262.dcm
29,828534517.dcm
29,204228793.dcm
29,721896715.dcm
93,413497321.dcm
93,1657171568.dcm
93,1116300561.dcm
93,1351439622.dcm
48,1442025976.dcm
48,2124743148.dcm
48,1033940286.dcm
48,1670609292.dcm
48,897086621.dcm
48,1919983290.dcm
48,288133183.dcm
48,1868047575.dcm
29,1249767770.dcm
29,1675245582.dcm
29,338810202.dcm
29,392939464.dcm
48,219387668.dcm
48,1563812060.dcm
48,708411158.dcm
48,1455185370.dcm
29,147968209.dcm
29,1171842699.dcm
29,1792298353.dcm
29,1969904423.dcm
49,207616196.dcm
49,240108548.dcm
49,98580607.dcm
49,445478475.dcm
49,506291319.dcm
48,1446785755.dcm
48,1804751407.dcm
48,1701168559.dcm
48,1746558067.dcm
49,809147817.dcm
49,1281868504.dcm
49,1539573422.dcm
49,2005084900.dcm
49,209402854.dcm
49,1237070147.dcm
49,1760349150.dcm
29,501577089.dcm
29,1293580549.dcm
29,1091105491.dcm
29,1561357886.dcm
49,636309138.dcm
49,1834371681.dcm
49,254180421.dcm
49,1721118768.dcm
49,945650728.dcm
49,1663645758.dcm
49,1347929056.dcm
49,1687908713.dcm
29,937519227.dcm
29,1812080703.dcm
29,1135238240.dcm
29,1504646232.dcm
29,580401911.dcm
29,669541158.dcm
29,217775722.dcm
29,423644804.dcm
29,1821958704.dcm
216,129653349.dcm
216,181785242.dcm
216,1101644551.dcm
216,1340431836.dcm
216,1885718263.dcm
48,1890647771.dcm
48,1986178068.dcm
48,687863074.dcm
48,1014115439.dcm
48,1094172460.dcm
29,1248103180.dcm
29,1648168727.dcm
29,1496031216.dcm
29,1841213660.dcm
29,1792299350.dcm
29,2043677628.dcm
29,550490487.dcm
29,1037016691.dcm
29,305069963.dcm
29,1402310919.dcm
29,540236747.dcm
29,1930566714.dcm
21,430423170.dcm
21,1723295390.dcm
21,1649081594.dcm
21,1781592828.dcm
216,1472944265.dcm
216,1547082234.dcm
216,1669915641.dcm
216,2004599190.dcm
216,2045338450.dcm
216,1262782193.dcm
216,1453541308.dcm
216,2098749280.dcm
49,571516719.dcm
49,597058943.dcm
49,1186717170.dcm
49,1502398106.dcm
49,2136599020.dcm
49,1145685096.dcm
49,1825196000.dcm
49,1272452727.dcm
49,1667449455.dcm
49,485028858.dcm
49,1809436768.dcm
21,906008747.dcm
21,1353448094.dcm
21,84843610.dcm
21,365348731.dcm
21,2142911114.dcm
21,1332075298.dcm
21,1436130967.dcm
21,356073281.dcm
21,1359841808.dcm
21,630090179.dcm
21,1649560215.dcm
21,833340610.dcm
21,1976895764.dcm
48,628392411.dcm
48,924970924.dcm
48,740044943.dcm
48,1887704152.dcm
48,284441404.dcm
48,773239106.dcm
48,1150248458.dcm
48,1682028126.dcm
49,76463248.dcm
49,1427467623.dcm
49,330953434.dcm
49,890904071.dcm
210,18711805.dcm
210,1148072336.dcm
210,1523041670.dcm
210,522455815.dcm
210,568350522.dcm
210,1668171693.dcm
49,1043124373.dcm
49,1483723340.dcm
49,248732326.dcm
49,1240037215.dcm
49,522716037.dcm
49,1776757952.dcm
49,1993652260.dcm
49,754923.dcm
49,267753704.dcm
49,1447012518.dcm
21,536696889.dcm
21,1651789851.dcm
21,1463354086.dcm
21,1816519653.dcm
49,1154453478.dcm
49,1554806070.dcm
49,1912670969.dcm
49,795543914.dcm
49,1504991999.dcm
49,2062738240.dcm
49,689819629.dcm
49,735282476.dcm
49,1595220177.dcm
49,380925777.dcm
49,753422496.dcm
49,887893021.dcm
216,159315684.dcm
216,2077861232.dcm
216,222820027.dcm
216,251165974.dcm
216,509680343.dcm
49,461657494.dcm
49,767225602.dcm
49,1825447954.dcm
49,40081662.dcm
49,2139522511.dcm
48,1218685348.dcm
48,1557977593.dcm
48,2037736147.dcm
48,1246797549.dcm
48,1588780987.dcm
48,1879731779.dcm
